node_costs,computation_time_ms,instance,selected_nodes_count,total_nodes,path_length,algorithm,objective_value,base_algorithm
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start40,48341,NearestNeighborAny2Regret_w1_1
28115,3,TSPB,100,200,20155,NearestNeighborAny2Regret_w1_1_start41,48270,NearestNeighborAny2Regret_w1_1
24825,3,TSPB,100,200,20392,NearestNeighborAny2Regret_w1_1_start42,45217,NearestNeighborAny2Regret_w1_1
28148,2,TSPB,100,200,20730,NearestNeighborAny2Regret_w1_1_start43,48878,NearestNeighborAny2Regret_w1_1
28244,3,TSPB,100,200,20722,NearestNeighborAny2Regret_w1_1_start44,48966,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start45,48153,NearestNeighborAny2Regret_w1_1
27284,2,TSPB,100,200,19525,NearestNeighborAny2Regret_w1_1_start46,46809,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start47,48341,NearestNeighborAny2Regret_w1_1
31457,3,TSPB,100,200,23790,NearestNeighborAny2Regret_w1_1_start48,55247,NearestNeighborAny2Regret_w1_1
27076,2,TSPB,100,200,19255,NearestNeighborAny2Regret_w1_1_start49,46331,NearestNeighborAny2Regret_w1_1
28208,2,TSPB,100,200,20114,NearestNeighborAny2Regret_w1_1_start50,48322,NearestNeighborAny2Regret_w1_1
26166,3,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start51,46759,NearestNeighborAny2Regret_w1_1
29153,3,TSPB,100,200,19811,NearestNeighborAny2Regret_w1_1_start52,48964,NearestNeighborAny2Regret_w1_1
26663,2,TSPB,100,200,19962,NearestNeighborAny2Regret_w1_1_start53,46625,NearestNeighborAny2Regret_w1_1
26166,3,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start54,46759,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start55,48889,NearestNeighborAny2Regret_w1_1
27972,3,TSPB,100,200,20296,NearestNeighborAny2Regret_w1_1_start56,48268,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start57,48341,NearestNeighborAny2Regret_w1_1
28366,3,TSPB,100,200,21049,NearestNeighborAny2Regret_w1_1_start58,49415,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start59,48889,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start60,48889,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start61,48341,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start62,48889,NearestNeighborAny2Regret_w1_1
28517,2,TSPB,100,200,19675,NearestNeighborAny2Regret_w1_1_start63,48192,NearestNeighborAny2Regret_w1_1
26657,3,TSPB,100,200,19703,NearestNeighborAny2Regret_w1_1_start64,46360,NearestNeighborAny2Regret_w1_1
28643,3,TSPB,100,200,20420,NearestNeighborAny2Regret_w1_1_start65,49063,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start66,48341,NearestNeighborAny2Regret_w1_1
25226,3,TSPB,100,200,21000,NearestNeighborAny2Regret_w1_1_start67,46226,NearestNeighborAny2Regret_w1_1
32854,3,TSPB,100,200,18686,NearestNeighborAny2Regret_w1_1_start68,51540,NearestNeighborAny2Regret_w1_1
26258,3,TSPB,100,200,20294,NearestNeighborAny2Regret_w1_1_start69,46552,NearestNeighborAny2Regret_w1_1
28148,2,TSPB,100,200,20730,NearestNeighborAny2Regret_w1_1_start70,48878,NearestNeighborAny2Regret_w1_1
28337,3,TSPB,100,200,19132,NearestNeighborAny2Regret_w1_1_start71,47469,NearestNeighborAny2Regret_w1_1
25737,2,TSPB,100,200,19942,NearestNeighborAny2Regret_w1_1_start72,45679,NearestNeighborAny2Regret_w1_1
25416,3,TSPB,100,200,20477,NearestNeighborAny2Regret_w1_1_start73,45893,NearestNeighborAny2Regret_w1_1
26013,3,TSPB,100,200,22572,NearestNeighborAny2Regret_w1_1_start74,48585,NearestNeighborAny2Regret_w1_1
25344,3,TSPB,100,200,20902,NearestNeighborAny2Regret_w1_1_start75,46246,NearestNeighborAny2Regret_w1_1
32598,2,TSPB,100,200,21331,NearestNeighborAny2Regret_w1_1_start76,53929,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start77,44891,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start78,48153,NearestNeighborAny2Regret_w1_1
28638,3,TSPB,100,200,19764,NearestNeighborAny2Regret_w1_1_start79,48402,NearestNeighborAny2Regret_w1_1
26166,2,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start80,46759,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start81,48889,NearestNeighborAny2Regret_w1_1
27048,2,TSPB,100,200,20935,NearestNeighborAny2Regret_w1_1_start82,47983,NearestNeighborAny2Regret_w1_1
27099,3,TSPB,100,200,22022,NearestNeighborAny2Regret_w1_1_start83,49121,NearestNeighborAny2Regret_w1_1
26604,3,TSPB,100,200,19488,NearestNeighborAny2Regret_w1_1_start84,46092,NearestNeighborAny2Regret_w1_1
26671,2,TSPB,100,200,19456,NearestNeighborAny2Regret_w1_1_start85,46127,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start86,48341,NearestNeighborAny2Regret_w1_1
26960,3,TSPB,100,200,20397,NearestNeighborAny2Regret_w1_1_start87,47357,NearestNeighborAny2Regret_w1_1
28694,2,TSPB,100,200,19801,NearestNeighborAny2Regret_w1_1_start88,48495,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start89,48341,NearestNeighborAny2Regret_w1_1
25525,3,TSPB,100,200,19918,NearestNeighborAny2Regret_w1_1_start90,45443,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start91,48341,NearestNeighborAny2Regret_w1_1
28679,3,TSPB,100,200,19790,NearestNeighborAny2Regret_w1_1_start92,48469,NearestNeighborAny2Regret_w1_1
31617,3,TSPB,100,200,20927,NearestNeighborAny2Regret_w1_1_start93,52544,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start94,48341,NearestNeighborAny2Regret_w1_1
28970,3,TSPB,100,200,22934,NearestNeighborAny2Regret_w1_1_start95,51904,NearestNeighborAny2Regret_w1_1
28611,3,TSPB,100,200,19646,NearestNeighborAny2Regret_w1_1_start96,48257,NearestNeighborAny2Regret_w1_1
24935,2,TSPB,100,200,20223,NearestNeighborAny2Regret_w1_1_start97,45158,NearestNeighborAny2Regret_w1_1
26326,3,TSPB,100,200,19490,NearestNeighborAny2Regret_w1_1_start98,45816,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start99,48341,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start100,48341,NearestNeighborAny2Regret_w1_1
27264,2,TSPB,100,200,21938,NearestNeighborAny2Regret_w1_1_start101,49202,NearestNeighborAny2Regret_w1_1
28517,3,TSPB,100,200,19675,NearestNeighborAny2Regret_w1_1_start102,48192,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start103,44891,NearestNeighborAny2Regret_w1_1
26765,2,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start104,46217,NearestNeighborAny2Regret_w1_1
27605,3,TSPB,100,200,18553,NearestNeighborAny2Regret_w1_1_start105,46158,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start106,48889,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start107,48341,NearestNeighborAny2Regret_w1_1
27371,3,TSPB,100,200,20779,NearestNeighborAny2Regret_w1_1_start108,48150,NearestNeighborAny2Regret_w1_1
26765,2,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start109,46217,NearestNeighborAny2Regret_w1_1
27161,3,TSPB,100,200,19293,NearestNeighborAny2Regret_w1_1_start110,46454,NearestNeighborAny2Regret_w1_1
31294,3,TSPB,100,200,18776,NearestNeighborAny2Regret_w1_1_start111,50070,NearestNeighborAny2Regret_w1_1
24778,2,TSPB,100,200,20381,NearestNeighborAny2Regret_w1_1_start112,45159,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start113,48341,NearestNeighborAny2Regret_w1_1
26363,3,TSPB,100,200,19425,NearestNeighborAny2Regret_w1_1_start114,45788,NearestNeighborAny2Regret_w1_1
25836,3,TSPB,100,200,19912,NearestNeighborAny2Regret_w1_1_start115,45748,NearestNeighborAny2Regret_w1_1
25550,2,TSPB,100,200,19759,NearestNeighborAny2Regret_w1_1_start116,45309,NearestNeighborAny2Regret_w1_1
26166,3,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start117,46759,NearestNeighborAny2Regret_w1_1
25801,3,TSPB,100,200,19944,NearestNeighborAny2Regret_w1_1_start118,45745,NearestNeighborAny2Regret_w1_1
26746,3,TSPB,100,200,21595,NearestNeighborAny2Regret_w1_1_start119,48341,NearestNeighborAny2Regret_w1_1
25129,2,TSPB,100,200,21000,NearestNeighborAny2Regret_w1_1_start120,46129,NearestNeighborAny2Regret_w1_1
25525,3,TSPB,100,200,19918,NearestNeighborAny2Regret_w1_1_start121,45443,NearestNeighborAny2Regret_w1_1
28517,3,TSPB,100,200,19675,NearestNeighborAny2Regret_w1_1_start122,48192,NearestNeighborAny2Regret_w1_1
28768,2,TSPB,100,200,19776,NearestNeighborAny2Regret_w1_1_start123,48544,NearestNeighborAny2Regret_w1_1
26863,5,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start124,48889,NearestNeighborAny2Regret_w1_1
28517,3,TSPB,100,200,19675,NearestNeighborAny2Regret_w1_1_start125,48192,NearestNeighborAny2Regret_w1_1
28467,3,TSPB,100,200,20300,NearestNeighborAny2Regret_w1_1_start126,48767,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start127,48341,NearestNeighborAny2Regret_w1_1
26433,3,TSPB,100,200,20446,NearestNeighborAny2Regret_w1_1_start128,46879,NearestNeighborAny2Regret_w1_1
25424,3,TSPB,100,200,20022,NearestNeighborAny2Regret_w1_1_start129,45446,NearestNeighborAny2Regret_w1_1
26954,2,TSPB,100,200,21880,NearestNeighborAny2Regret_w1_1_start130,48834,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start131,48341,NearestNeighborAny2Regret_w1_1
28393,3,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start132,48816,NearestNeighborAny2Regret_w1_1
28001,2,TSPB,100,200,20784,NearestNeighborAny2Regret_w1_1_start133,48785,NearestNeighborAny2Regret_w1_1
27041,3,TSPB,100,200,19245,NearestNeighborAny2Regret_w1_1_start134,46286,NearestNeighborAny2Regret_w1_1
28517,3,TSPB,100,200,19675,NearestNeighborAny2Regret_w1_1_start135,48192,NearestNeighborAny2Regret_w1_1
26493,2,TSPB,100,200,20426,NearestNeighborAny2Regret_w1_1_start136,46919,NearestNeighborAny2Regret_w1_1
31267,3,TSPB,100,200,23776,NearestNeighborAny2Regret_w1_1_start137,55043,NearestNeighborAny2Regret_w1_1
30753,3,TSPB,100,200,20184,NearestNeighborAny2Regret_w1_1_start138,50937,NearestNeighborAny2Regret_w1_1
30026,3,TSPB,100,200,19545,NearestNeighborAny2Regret_w1_1_start139,49571,NearestNeighborAny2Regret_w1_1
26863,2,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start140,48889,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start141,44891,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start142,48153,NearestNeighborAny2Regret_w1_1
28926,2,TSPB,100,200,19329,NearestNeighborAny2Regret_w1_1_start143,48255,NearestNeighborAny2Regret_w1_1
26981,3,TSPB,100,200,19314,NearestNeighborAny2Regret_w1_1_start144,46295,NearestNeighborAny2Regret_w1_1
28148,3,TSPB,100,200,20730,NearestNeighborAny2Regret_w1_1_start145,48878,NearestNeighborAny2Regret_w1_1
27159,2,TSPB,100,200,20429,NearestNeighborAny2Regret_w1_1_start146,47588,NearestNeighborAny2Regret_w1_1
26166,3,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start147,46759,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start148,48341,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start149,48889,NearestNeighborAny2Regret_w1_1
27033,3,TSPB,100,200,20191,NearestNeighborAny2Regret_w1_1_start150,47224,NearestNeighborAny2Regret_w1_1
25525,3,TSPB,100,200,19877,NearestNeighborAny2Regret_w1_1_start151,45402,NearestNeighborAny2Regret_w1_1
27041,2,TSPB,100,200,19245,NearestNeighborAny2Regret_w1_1_start152,46286,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start153,44891,NearestNeighborAny2Regret_w1_1
26892,3,TSPB,100,200,20197,NearestNeighborAny2Regret_w1_1_start154,47089,NearestNeighborAny2Regret_w1_1
26166,2,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start155,46759,NearestNeighborAny2Regret_w1_1
24827,3,TSPB,100,200,20393,NearestNeighborAny2Regret_w1_1_start156,45220,NearestNeighborAny2Regret_w1_1
27146,3,TSPB,100,200,19583,NearestNeighborAny2Regret_w1_1_start157,46729,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start158,48341,NearestNeighborAny2Regret_w1_1
27960,3,TSPB,100,200,20523,NearestNeighborAny2Regret_w1_1_start159,48483,NearestNeighborAny2Regret_w1_1
30753,3,TSPB,100,200,20184,NearestNeighborAny2Regret_w1_1_start160,50937,NearestNeighborAny2Regret_w1_1
26793,2,TSPB,100,200,19261,NearestNeighborAny2Regret_w1_1_start161,46054,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start162,48153,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start163,44891,NearestNeighborAny2Regret_w1_1
26386,3,TSPB,100,200,20430,NearestNeighborAny2Regret_w1_1_start164,46816,NearestNeighborAny2Regret_w1_1
24840,2,TSPB,100,200,20202,NearestNeighborAny2Regret_w1_1_start165,45042,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start166,48341,NearestNeighborAny2Regret_w1_1
27672,3,TSPB,100,200,19714,NearestNeighborAny2Regret_w1_1_start167,47386,NearestNeighborAny2Regret_w1_1
28393,2,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start168,48816,NearestNeighborAny2Regret_w1_1
28393,3,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start169,48816,NearestNeighborAny2Regret_w1_1
26685,3,TSPB,100,200,20142,NearestNeighborAny2Regret_w1_1_start170,46827,NearestNeighborAny2Regret_w1_1
28295,2,TSPB,100,200,20182,NearestNeighborAny2Regret_w1_1_start171,48477,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start172,44891,NearestNeighborAny2Regret_w1_1
25038,3,TSPB,100,200,20397,NearestNeighborAny2Regret_w1_1_start173,45435,NearestNeighborAny2Regret_w1_1
27124,2,TSPB,100,200,22017,NearestNeighborAny2Regret_w1_1_start174,49141,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start175,48153,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start176,48341,NearestNeighborAny2Regret_w1_1
27545,3,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start177,48153,NearestNeighborAny2Regret_w1_1
25750,2,TSPB,100,200,19812,NearestNeighborAny2Regret_w1_1_start178,45562,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start179,44891,NearestNeighborAny2Regret_w1_1
28489,3,TSPB,100,200,19770,NearestNeighborAny2Regret_w1_1_start180,48259,NearestNeighborAny2Regret_w1_1
29323,2,TSPB,100,200,19834,NearestNeighborAny2Regret_w1_1_start181,49157,NearestNeighborAny2Regret_w1_1
30766,3,TSPB,100,200,19832,NearestNeighborAny2Regret_w1_1_start182,50598,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start183,48889,NearestNeighborAny2Regret_w1_1
25992,2,TSPB,100,200,20528,NearestNeighborAny2Regret_w1_1_start184,46520,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start185,48341,NearestNeighborAny2Regret_w1_1
25488,3,TSPB,100,200,19775,NearestNeighborAny2Regret_w1_1_start186,45263,NearestNeighborAny2Regret_w1_1
26659,2,TSPB,100,200,20504,NearestNeighborAny2Regret_w1_1_start187,47163,NearestNeighborAny2Regret_w1_1
28393,3,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start188,48816,NearestNeighborAny2Regret_w1_1
26967,3,TSPB,100,200,21036,NearestNeighborAny2Regret_w1_1_start189,48003,NearestNeighborAny2Regret_w1_1
26166,2,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start190,46759,NearestNeighborAny2Regret_w1_1
28337,3,TSPB,100,200,19132,NearestNeighborAny2Regret_w1_1_start191,47469,NearestNeighborAny2Regret_w1_1
27021,2,TSPB,100,200,20176,NearestNeighborAny2Regret_w1_1_start192,47197,NearestNeighborAny2Regret_w1_1
25416,3,TSPB,100,200,20477,NearestNeighborAny2Regret_w1_1_start193,45893,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start194,48341,NearestNeighborAny2Regret_w1_1
28393,2,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start195,48816,NearestNeighborAny2Regret_w1_1
27103,3,TSPB,100,200,20630,NearestNeighborAny2Regret_w1_1_start196,47733,NearestNeighborAny2Regret_w1_1
25170,3,TSPB,100,200,20128,NearestNeighborAny2Regret_w1_1_start197,45298,NearestNeighborAny2Regret_w1_1
25416,2,TSPB,100,200,20532,NearestNeighborAny2Regret_w1_1_start198,45948,NearestNeighborAny2Regret_w1_1
26994,3,TSPB,100,200,22019,NearestNeighborAny2Regret_w1_1_start199,49013,NearestNeighborAny2Regret_w1_1
48356,5,TSPB,100,200,22231,GreedyCycle2Regret_w0_1_start0,70587,GreedyCycle2Regret_w0_1
49090,4,TSPB,100,200,21509,GreedyCycle2Regret_w0_1_start1,70599,GreedyCycle2Regret_w0_1
49090,4,TSPB,100,200,21509,GreedyCycle2Regret_w0_1_start2,70599,GreedyCycle2Regret_w0_1
49549,4,TSPB,100,200,21455,GreedyCycle2Regret_w0_1_start3,71004,GreedyCycle2Regret_w0_1
48304,4,TSPB,100,200,20284,GreedyCycle2Regret_w0_1_start4,68588,GreedyCycle2Regret_w0_1
50153,4,TSPB,100,200,21158,GreedyCycle2Regret_w0_1_start5,71311,GreedyCycle2Regret_w0_1
46801,4,TSPB,100,200,20760,GreedyCycle2Regret_w0_1_start6,67561,GreedyCycle2Regret_w0_1
48969,4,TSPB,100,200,20668,GreedyCycle2Regret_w0_1_start7,69637,GreedyCycle2Regret_w0_1
49368,5,TSPB,100,200,20073,GreedyCycle2Regret_w0_1_start8,69441,GreedyCycle2Regret_w0_1
48945,4,TSPB,100,200,22854,GreedyCycle2Regret_w0_1_start9,71799,GreedyCycle2Regret_w0_1
49654,4,TSPB,100,200,21709,GreedyCycle2Regret_w0_1_start10,71363,GreedyCycle2Regret_w0_1
48621,4,TSPB,100,200,23271,GreedyCycle2Regret_w0_1_start11,71892,GreedyCycle2Regret_w0_1
47417,4,TSPB,100,200,21475,GreedyCycle2Regret_w0_1_start12,68892,GreedyCycle2Regret_w0_1
47980,4,TSPB,100,200,21362,GreedyCycle2Regret_w0_1_start13,69342,GreedyCycle2Regret_w0_1
48663,4,TSPB,100,200,19656,GreedyCycle2Regret_w0_1_start14,68319,GreedyCycle2Regret_w0_1
49046,4,TSPB,100,200,20903,GreedyCycle2Regret_w0_1_start15,69949,GreedyCycle2Regret_w0_1
49931,4,TSPB,100,200,21927,GreedyCycle2Regret_w0_1_start16,71858,GreedyCycle2Regret_w0_1
50115,4,TSPB,100,200,22296,GreedyCycle2Regret_w0_1_start17,72411,GreedyCycle2Regret_w0_1
50414,5,TSPB,100,200,24275,GreedyCycle2Regret_w0_1_start18,74689,GreedyCycle2Regret_w0_1
48348,4,TSPB,100,200,20496,GreedyCycle2Regret_w0_1_start19,68844,GreedyCycle2Regret_w0_1
48011,4,TSPB,100,200,21550,GreedyCycle2Regret_w0_1_start20,69561,GreedyCycle2Regret_w0_1
51147,4,TSPB,100,200,21385,GreedyCycle2Regret_w0_1_start21,72532,GreedyCycle2Regret_w0_1
47601,4,TSPB,100,200,21265,GreedyCycle2Regret_w0_1_start22,68866,GreedyCycle2Regret_w0_1
49076,4,TSPB,100,200,21935,GreedyCycle2Regret_w0_1_start23,71011,GreedyCycle2Regret_w0_1
51945,4,TSPB,100,200,21930,GreedyCycle2Regret_w0_1_start24,73875,GreedyCycle2Regret_w0_1
50318,4,TSPB,100,200,21543,GreedyCycle2Regret_w0_1_start25,71861,GreedyCycle2Regret_w0_1
48101,4,TSPB,100,200,19132,GreedyCycle2Regret_w0_1_start26,67233,GreedyCycle2Regret_w0_1
48845,4,TSPB,100,200,22620,GreedyCycle2Regret_w0_1_start27,71465,GreedyCycle2Regret_w0_1
47869,4,TSPB,100,200,21504,GreedyCycle2Regret_w0_1_start28,69373,GreedyCycle2Regret_w0_1
47813,3,TSPB,100,200,22953,GreedyCycle2Regret_w0_1_start29,70766,GreedyCycle2Regret_w0_1
52059,5,TSPB,100,200,22448,GreedyCycle2Regret_w0_1_start30,74507,GreedyCycle2Regret_w0_1
50144,4,TSPB,100,200,21084,GreedyCycle2Regret_w0_1_start31,71228,GreedyCycle2Regret_w0_1
50172,4,TSPB,100,200,22359,GreedyCycle2Regret_w0_1_start32,72531,GreedyCycle2Regret_w0_1
46977,4,TSPB,100,200,21124,GreedyCycle2Regret_w0_1_start33,68101,GreedyCycle2Regret_w0_1
48676,4,TSPB,100,200,21158,GreedyCycle2Regret_w0_1_start34,69834,GreedyCycle2Regret_w0_1
45175,4,TSPB,100,200,21165,GreedyCycle2Regret_w0_1_start35,66340,GreedyCycle2Regret_w0_1
49173,4,TSPB,100,200,20944,GreedyCycle2Regret_w0_1_start36,70117,GreedyCycle2Regret_w0_1
49343,4,TSPB,100,200,20897,GreedyCycle2Regret_w0_1_start37,70240,GreedyCycle2Regret_w0_1
50309,4,TSPB,100,200,22173,GreedyCycle2Regret_w0_1_start38,72482,GreedyCycle2Regret_w0_1
47892,4,TSPB,100,200,22801,GreedyCycle2Regret_w0_1_start39,70693,GreedyCycle2Regret_w0_1
49457,5,TSPB,100,200,22221,GreedyCycle2Regret_w0_1_start40,71678,GreedyCycle2Regret_w0_1
48303,5,TSPB,100,200,20001,GreedyCycle2Regret_w0_1_start41,68304,GreedyCycle2Regret_w0_1
48286,5,TSPB,100,200,22226,GreedyCycle2Regret_w0_1_start42,70512,GreedyCycle2Regret_w0_1
48788,3,TSPB,100,200,22084,GreedyCycle2Regret_w0_1_start43,70872,GreedyCycle2Regret_w0_1
51808,5,TSPB,100,200,22191,GreedyCycle2Regret_w0_1_start44,73999,GreedyCycle2Regret_w0_1
52490,4,TSPB,100,200,21102,GreedyCycle2Regret_w0_1_start45,73592,GreedyCycle2Regret_w0_1
49594,4,TSPB,100,200,21382,GreedyCycle2Regret_w0_1_start46,70976,GreedyCycle2Regret_w0_1
51321,4,TSPB,100,200,21631,GreedyCycle2Regret_w0_1_start47,72952,GreedyCycle2Regret_w0_1
47947,4,TSPB,100,200,18608,GreedyCycle2Regret_w0_1_start48,66555,GreedyCycle2Regret_w0_1
49268,4,TSPB,100,200,23198,GreedyCycle2Regret_w0_1_start49,72466,GreedyCycle2Regret_w0_1
49513,4,TSPB,100,200,19901,GreedyCycle2Regret_w0_1_start50,69414,GreedyCycle2Regret_w0_1
50979,4,TSPB,100,200,20568,GreedyCycle2Regret_w0_1_start51,71547,GreedyCycle2Regret_w0_1
50857,5,TSPB,100,200,19746,GreedyCycle2Regret_w0_1_start52,70603,GreedyCycle2Regret_w0_1
50452,4,TSPB,100,200,20315,GreedyCycle2Regret_w0_1_start53,70767,GreedyCycle2Regret_w0_1
50649,4,TSPB,100,200,21892,GreedyCycle2Regret_w0_1_start54,72541,GreedyCycle2Regret_w0_1
48736,4,TSPB,100,200,22036,GreedyCycle2Regret_w0_1_start55,70772,GreedyCycle2Regret_w0_1
49261,4,TSPB,100,200,20445,GreedyCycle2Regret_w0_1_start56,69706,GreedyCycle2Regret_w0_1
48955,4,TSPB,100,200,18830,GreedyCycle2Regret_w0_1_start57,67785,GreedyCycle2Regret_w0_1
49464,4,TSPB,100,200,20278,GreedyCycle2Regret_w0_1_start58,69742,GreedyCycle2Regret_w0_1
47279,4,TSPB,100,200,21528,GreedyCycle2Regret_w0_1_start59,68807,GreedyCycle2Regret_w0_1
48911,4,TSPB,100,200,21872,GreedyCycle2Regret_w0_1_start60,70783,GreedyCycle2Regret_w0_1
47002,4,TSPB,100,200,20546,GreedyCycle2Regret_w0_1_start61,67548,GreedyCycle2Regret_w0_1
50160,4,TSPB,100,200,21197,GreedyCycle2Regret_w0_1_start62,71357,GreedyCycle2Regret_w0_1
49535,4,TSPB,100,200,21763,GreedyCycle2Regret_w0_1_start63,71298,GreedyCycle2Regret_w0_1
49273,4,TSPB,100,200,19952,GreedyCycle2Regret_w0_1_start64,69225,GreedyCycle2Regret_w0_1
50374,4,TSPB,100,200,20081,GreedyCycle2Regret_w0_1_start65,70455,GreedyCycle2Regret_w0_1
53063,4,TSPB,100,200,21950,GreedyCycle2Regret_w0_1_start66,75013,GreedyCycle2Regret_w0_1
50741,5,TSPB,100,200,21051,GreedyCycle2Regret_w0_1_start67,71792,GreedyCycle2Regret_w0_1
50768,5,TSPB,100,200,20364,GreedyCycle2Regret_w0_1_start68,71132,GreedyCycle2Regret_w0_1
48475,4,TSPB,100,200,21519,GreedyCycle2Regret_w0_1_start69,69994,GreedyCycle2Regret_w0_1
48858,4,TSPB,100,200,20623,GreedyCycle2Regret_w0_1_start70,69481,GreedyCycle2Regret_w0_1
50573,4,TSPB,100,200,21383,GreedyCycle2Regret_w0_1_start71,71956,GreedyCycle2Regret_w0_1
50114,4,TSPB,100,200,22408,GreedyCycle2Regret_w0_1_start72,72522,GreedyCycle2Regret_w0_1
